Accident_ID,Accident_Date,Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender,Number_of_Vehicles,Number_of_Casualties
848,2025-02-14,2025,February,Bagmati,Kathmandu,Urban,Straight,Night,Minor Injury,Fog,Damaged,Car,30,Male,3.0,3.0
463,2024-03-04,2024,March,Koshi,Jhapa,Feeder,Junction,Morning,Damage Only,Rain,Wet,Scooter,50,Male,1.0,4.0
199,2023-06-25,2023,June,Koshi,Sunsari,Highway,Straight,Evening,Serious Injury,Clear,Damaged,Car,30,Female,3.0,1.0
60,2023-02-12,2023,February,Gandaki,Gorkha,Rural,Junction,Afternoon,Minor Injury,Rain,Wet,Bus,50,Male,2.0,14.0
907,2025-04-13,2025,April,Madhesh,Rautahat,Rural,Roundabout,Morning,Fatal,Rain,Wet,Bus,50,Male,1.0,17.0
997,2025-07-18,2025,July,Madhesh,Bara,Rural,Curve,Night,Serious Injury,Dusty,Slippery,Bus,50,Female,1.0,10.0
276,2023-09-08,2023,September,Sudurpashchim,Achham,Highway,Junction,Night,Damage Only,Clear,Slippery,Microbus,50,Male,1.0,8.0
809,2025-01-12,2025,January,Bagmati,Lalitpur,Feeder,Straight,Evening,Damage Only,Clear,Slippery,Motorbike,80,Female,3.0,1.0
908,2025-04-14,2025,April,Gandaki,Gorkha,Highway,Straight,Morning,Fatal,Fog,Damaged,Scooter,50,Male,1.0,2.0
658,2024-09-10,2024,September,Karnali,Kalikot,Urban,Straight,Night,Serious Injury,Clear,Slippery,Jeep,80,Male,2.0,1.0
957,2025-06-05,2025,June,Lumbini,Rupandehi,Rural,Junction,Afternoon,Damage Only,Clear,Slippery,Scooter,80,Male,3.0,4.0
886,2025-03-25,2025,March,Karnali,Surkhet,Urban,Straight,Afternoon,Minor Injury,Clear,Damaged,Truck,30,Female,3.0,5.0
221,2023-07-13,2023,July,Koshi,Ilam,Urban,Straight,Evening,Serious Injury,Clear,Wet,Truck,30,Female,2.0,3.0
789,2024-12-30,2024,December,Sudurpashchim,Achham,Urban,Curve,Night,Damage Only,Fog,Wet,Car,30,Female,2.0,2.0
712,2024-10-29,2024,October,Gandaki,Tanahun,Rural,Curve,Morning,Damage Only,Clear,Damaged,Scooter,30,Male,1.0,2.0
714,2024-10-30,2024,October,Gandaki,Gorkha,Urban,Junction,Night,Damage Only,Clear,Slippery,Scooter,80,Male,1.0,1.0
1113,2025-11-06,2025,November,Sudurpashchim,Doti,Feeder,Straight,Evening,Minor Injury,Rain,Wet,Car,30,Female,1.0,1.0
1191,2026-01-15,2026,January,Karnali,Surkhet,Urban,Curve,Morning,Damage Only,Clear,Wet,Truck,30,Male,1.0,3.0
790,2024-12-30,2024,December,Koshi,Jhapa,Highway,Junction,Morning,Minor Injury,Rain,Wet,Motorbike,50,Male,1.0,3.0
416,2024-01-24,2024,January,Bagmati,Lalitpur,Rural,Junction,Afternoon,Damage Only,Clear,Wet,Microbus,30,Male,2.0,19.0
899,2025-04-07,2025,April,Koshi,Sunsari,Rural,Junction,Afternoon,Minor Injury,Clear,Damaged,Bus,50,Female,1.0,22.0
935,2025-05-18,2025,May,Karnali,Kalikot,Highway,Junction,Morning,Fatal,Fog,Slippery,Scooter,50,Male,1.0,4.0
266,2023-09-03,2023,September,Koshi,Sunsari,Urban,Curve,Evening,Serious Injury,Clear,Wet,Truck,30,Female,3.0,5.0
632,2024-08-14,2024,August,Lumbini,Rupandehi,Highway,Junction,Afternoon,Damage Only,Clear,Slippery,Car,30,Male,1.0,2.0
248,2023-08-22,2023,August,Lumbini,Dang,Feeder,Straight,Evening,Serious Injury,Clear,Wet,Truck,80,Male,2.0,4.0
683,2024-10-03,2024,October,Gandaki,Kaski,Urban,Junction,Afternoon,Damage Only,Clear,Slippery,Truck,80,Male,3.0,1.0
559,2024-06-02,2024,June,Koshi,Morang,Highway,Straight,Morning,Serious Injury,Clear,Wet,Motorbike,50,Male,1.0,1.0
1137,2025-12-02,2025,December,Madhesh,Rautahat,Rural,Straight,Afternoon,Minor Injury,Dusty,Damaged,Truck,30,Male,2.0,5.0
968,2025-06-20,2025,June,Koshi,Sunsari,Highway,Straight,Morning,Fatal,Clear,Damaged,Scooter,50,Male,3.0,2.0
1005,2025-07-24,2025,July,Lumbini,Dang,Urban,Curve,Afternoon,Serious Injury,Clear,Damaged,Truck,80,Male,1.0,2.0
985,2025-07-08,2025,July,Madhesh,Bara,Highway,Straight,Morning,Damage Only,Clear,Wet,Bus,30,Male,1.0,18.0
295,2023-09-25,2023,September,Gandaki,Gorkha,Highway,Straight,Morning,Minor Injury,Rain,Wet,Scooter,30,Male,2.0,1.0
520,2024-04-27,2024,April,Gandaki,Lamjung,Highway,Curve,Evening,Serious Injury,Fog,Wet,Car,80,Male,2.0,2.0
771,2024-12-12,2024,December,Bagmati,Chitwan,Urban,Straight,Afternoon,Serious Injury,Dusty,Dry,Car,50,Female,3.0,5.0
84,2023-03-04,2023,March,Gandaki,Tanahun,Highway,Straight,Morning,Fatal,Clear,Slippery,Truck,50,Male,1.0,2.0
232,2023-07-27,2023,July,Koshi,Sunsari,Urban,Curve,Morning,Minor Injury,Clear,Slippery,Microbus,30,Female,2.0,15.0
621,2024-08-01,2024,August,Gandaki,Tanahun,Highway,Straight,Afternoon,Minor Injury,Clear,Dry,Scooter,50,Male,2.0,4.0
334,2023-10-27,2023,October,Karnali,Kalikot,Feeder,Straight,Evening,Minor Injury,Clear,Wet,Motorbike,30,Male,2.0,4.0
130,2023-04-19,2023,April,Koshi,Jhapa,Highway,Straight,Morning,Minor Injury,Rain,Wet,Motorbike,50,Male,1.0,3.0
1012,2025-07-26,2025,July,Gandaki,Kaski,Rural,Curve,Morning,Minor Injury,Clear,Wet,Scooter,80,Male,3.0,2.0
645,2024-08-24,2024,August,Karnali,Kalikot,Urban,Curve,Evening,Serious Injury,Clear,Damaged,Truck,50,Male,2.0,3.0
974,2025-06-24,2025,June,Lumbini,Rupandehi,Rural,Junction,Night,Damage Only,Clear,Dry,Bus,50,Female,1.0,22.0
383,2023-12-11,2023,December,Sudurpashchim,Kanchanpur,Urban,Straight,Night,Minor Injury,Clear,Slippery,Car,30,Male,1.0,4.0
868,2025-03-09,2025,March,Sudurpashchim,Achham,Highway,Straight,Evening,Minor Injury,Rain,Wet,Car,80,Male,2.0,5.0
543,2024-05-17,2024,May,Sudurpashchim,Kailali,Highway,Junction,Evening,Damage Only,Clear,Damaged,Car,50,Male,2.0,4.0
1194,2026-01-17,2026,January,Bagmati,Kathmandu,Rural,Straight,Afternoon,Minor Injury,Fog,Dry,Jeep,80,Female,1.0,4.0
875,2025-03-15,2025,March,Karnali,Jumla,Highway,Straight,Morning,Serious Injury,Clear,Wet,Motorbike,80,Male,2.0,2.0
332,2023-10-26,2023,October,Gandaki,Kaski,Feeder,Straight,Evening,Serious Injury,Clear,Dry,Motorbike,50,Male,3.0,2.0
410,2024-01-10,2024,January,Koshi,Ilam,Urban,Junction,Night,Serious Injury,Clear,Wet,Car,50,Male,2.0,1.0
77,2023-02-24,2023,February,Madhesh,Sarlahi,Urban,Straight,Afternoon,Minor Injury,Rain,Wet,Car,80,Male,1.0,3.0
869,2025-03-10,2025,March,Bagmati,Chitwan,Highway,Junction,Evening,Serious Injury,Clear,Wet,Bus,50,Male,2.0,9.0
139,2023-04-28,2023,April,Koshi,Ilam,Urban,Curve,Evening,Minor Injury,Rain,Wet,Jeep,30,Male,3.0,1.0
544,2024-05-18,2024,May,Madhesh,Bara,Urban,Curve,Evening,Minor Injury,Clear,Damaged,Bus,30,Male,2.0,9.0
674,2024-09-23,2024,September,Bagmati,Kathmandu,Rural,Straight,Morning,Damage Only,Fog,Damaged,Motorbike,80,Female,1.0,2.0
921,2025-05-05,2025,May,Lumbini,Kapilvastu,Rural,Junction,Morning,Minor Injury,Clear,Wet,Motorbike,50,Male,3.0,4.0
64,2023-02-14,2023,February,Gandaki,Gorkha,Highway,Curve,Night,Minor Injury,Rain,Wet,Motorbike,30,Female,1.0,2.0
142,2023-04-29,2023,April,Madhesh,Parsa,Urban,Curve,Evening,Minor Injury,Clear,Dry,Motorbike,80,Male,2.0,1.0
717,2024-11-01,2024,November,Gandaki,Tanahun,Rural,Junction,Morning,Damage Only,Dusty,Dry,Car,30,Male,3.0,2.0
377,2023-12-07,2023,December,Bagmati,Bhaktapur,Rural,Straight,Night,Serious Injury,Dusty,Damaged,Car,50,Male,1.0,4.0
364,2023-11-25,2023,November,Sudurpashchim,Kanchanpur,Urban,Straight,Afternoon,Damage Only,Clear,Wet,Car,30,Female,2.0,5.0
140,2023-04-29,2023,April,Koshi,Jhapa,Urban,Curve,Night,Serious Injury,Clear,Slippery,Car,50,Male,1.0,2.0
885,2025-03-23,2025,March,Sudurpashchim,Doti,Highway,Straight,Night,Serious Injury,Dusty,Damaged,Car,30,Male,1.0,1.0
1042,2025-08-27,2025,August,Lumbini,Dang,Highway,Junction,Afternoon,Damage Only,Clear,Damaged,Bus,80,Male,2.0,14.0
225,2023-07-18,2023,July,Koshi,Jhapa,Rural,Straight,Evening,Damage Only,Clear,Damaged,Motorbike,30,Female,3.0,3.0
515,2024-04-16,2024,April,Lumbini,Rupandehi,Urban,Junction,Afternoon,Serious Injury,Fog,Slippery,Car,50,Male,2.0,5.0
267,2023-09-03,2023,September,Lumbini,Rupandehi,Rural,Junction,Morning,Fatal,Clear,Dry,Car,50,Other,2.0,3.0
1170,2025-12-30,2025,December,Karnali,Jumla,Highway,Junction,Night,Minor Injury,Clear,Dry,Truck,80,Male,1.0,4.0
487,2024-03-23,2024,March,Madhesh,Parsa,Urban,Straight,Morning,Minor Injury,Clear,Damaged,Bus,50,Female,2.0,6.0
353,2023-11-16,2023,November,Lumbini,Banke,Urban,Straight,Night,Damage Only,Clear,Damaged,Car,80,Female,3.0,4.0
1006,2025-07-25,2025,July,Karnali,Dailekh,Feeder,Straight,Evening,Minor Injury,Clear,Wet,Car,50,Female,3.0,1.0
618,2024-07-30,2024,July,Karnali,Kalikot,Highway,Straight,Evening,Damage Only,Rain,Wet,Jeep,30,Male,1.0,4.0
668,2024-09-21,2024,September,Bagmati,Chitwan,Highway,Straight,Evening,Minor Injury,Fog,Dry,Car,30,Female,3.0,3.0
775,2024-12-15,2024,December,Bagmati,Chitwan,Urban,Curve,Afternoon,Damage Only,Rain,Wet,Scooter,50,Female,1.0,1.0
554,2024-05-27,2024,May,Karnali,Kalikot,Feeder,Junction,Evening,Damage Only,Clear,Damaged,Bus,80,Male,2.0,10.0
576,2024-06-27,2024,June,Karnali,Surkhet,Urban,Straight,Night,Damage Only,Rain,Wet,Car,50,Male,3.0,1.0
915,2025-04-26,2025,April,Madhesh,Bara,Feeder,Straight,Morning,Fatal,Clear,Damaged,Microbus,30,Male,2.0,14.0
466,2024-03-06,2024,March,Lumbini,Dang,Highway,Straight,Afternoon,Serious Injury,Rain,Wet,Motorbike,30,Male,1.0,3.0
591,2024-07-12,2024,July,Gandaki,Kaski,Urban,Straight,Afternoon,Minor Injury,Clear,Dry,Microbus,80,Male,1.0,15.0
765,2024-12-08,2024,December,Koshi,Sunsari,Rural,Junction,Afternoon,Minor Injury,Clear,Wet,Bus,50,Male,2.0,19.0
635,2024-08-16,2024,August,Koshi,Morang,Rural,Junction,Evening,Serious Injury,Fog,Dry,Motorbike,50,Male,1.0,1.0
838,2025-02-08,2025,February,Lumbini,Kapilvastu,Highway,Straight,Night,Minor Injury,Clear,Wet,Car,30,Female,2.0,3.0
290,2023-09-18,2023,September,Gandaki,Gorkha,Urban,Curve,Morning,Minor Injury,Rain,Wet,Car,30,Male,1.0,4.0
40,2023-01-26,2023,January,Koshi,Jhapa,Urban,Straight,Afternoon,Fatal,Clear,Damaged,Scooter,50,Female,1.0,1.0
31,2023-01-20,2023,January,Bagmati,Chitwan,Rural,Junction,Afternoon,Minor Injury,Fog,Dry,Car,30,Male,3.0,5.0
243,2023-08-17,2023,August,Koshi,Jhapa,Highway,Straight,Morning,Fatal,Clear,Dry,Bus,50,Male,2.0,20.0
429,2024-02-05,2024,February,Karnali,Dailekh,Highway,Curve,Morning,Fatal,Rain,Wet,Car,50,Male,2.0,2.0
137,2023-04-27,2023,April,Gandaki,Tanahun,Highway,Junction,Night,Minor Injury,Clear,Slippery,Motorbike,50,Male,2.0,4.0
1101,2025-10-15,2025,October,Karnali,Kalikot,Highway,Straight,Evening,Minor Injury,Fog,Dry,Car,80,Male,3.0,2.0
865,2025-03-07,2025,March,Madhesh,Rautahat,Rural,Straight,Afternoon,Damage Only,Rain,Wet,Motorbike,80,Male,2.0,1.0
4,2023-01-06,2023,January,Bagmati,Lalitpur,Feeder,Junction,Evening,Minor Injury,Clear,Slippery,Motorbike,80,Male,2.0,1.0
833,2025-02-04,2025,February,Sudurpashchim,Kanchanpur,Urban,Curve,Afternoon,Damage Only,Clear,Slippery,Motorbike,30,Male,3.0,4.0
603,2024-07-20,2024,July,Karnali,Jumla,Rural,Straight,Evening,Damage Only,Clear,Wet,Truck,30,Female,3.0,5.0
1034,2025-08-16,2025,August,Lumbini,Banke,Feeder,Curve,Morning,Minor Injury,Clear,Slippery,Bus,50,Male,2.0,7.0
655,2024-09-06,2024,September,Koshi,Morang,Highway,Junction,Afternoon,Minor Injury,Dusty,Dry,Microbus,50,Male,2.0,11.0
844,2025-02-12,2025,February,Lumbini,Banke,Rural,Straight,Morning,Minor Injury,Clear,Dry,Car,30,Male,2.0,4.0
784,2024-12-23,2024,December,Madhesh,Sarlahi,Urban,Straight,Evening,Minor Injury,Clear,Slippery,Scooter,30,Male,2.0,3.0
1074,2025-09-23,2025,September,Karnali,Kalikot,Feeder,Straight,Morning,Minor Injury,Fog,Damaged,Truck,80,Male,3.0,5.0
443,2024-02-18,2024,February,Bagmati,Lalitpur,Urban,Straight,Night,Serious Injury,Clear,Damaged,Motorbike,30,Male,2.0,3.0
1178,2026-01-08,2026,January,Karnali,Jumla,Highway,Junction,Night,Minor Injury,Clear,Damaged,Motorbike,30,Male,1.0,4.0
436,2024-02-12,2024,February,Karnali,Kalikot,Highway,Junction,Night,Serious Injury,Rain,Wet,Motorbike,80,Female,3.0,3.0
1169,2025-12-30,2025,December,Gandaki,Kaski,Urban,Junction,Evening,Minor Injury,Clear,Wet,Motorbike,30,Male,2.0,3.0
101,2023-03-22,2023,March,Madhesh,Sarlahi,Urban,Junction,Evening,Minor Injury,Clear,Damaged,Car,80,Female,1.0,3.0
773,2024-12-14,2024,December,Lumbini,Kapilvastu,Urban,Straight,Morning,Fatal,Clear,Damaged,Motorbike,50,Male,3.0,4.0
495,2024-03-29,2024,March,Karnali,Kalikot,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Motorbike,50,Male,1.0,1.0
1028,2025-08-09,2025,August,Koshi,Sunsari,Feeder,Straight,Morning,Damage Only,Clear,Slippery,Car,50,Male,1.0,5.0
807,2025-01-11,2025,January,Madhesh,Bara,Urban,Straight,Morning,Minor Injury,Rain,Wet,Motorbike,50,Male,1.0,4.0
1142,2025-12-07,2025,December,Karnali,Surkhet,Highway,Curve,Morning,Minor Injury,Clear,Dry,Scooter,30,Male,1.0,2.0
846,2025-02-13,2025,February,Sudurpashchim,Doti,Rural,Straight,Night,Serious Injury,Clear,Dry,Car,50,Male,1.0,5.0
987,2025-07-10,2025,July,Bagmati,Chitwan,Urban,Straight,Morning,Minor Injury,Fog,Wet,Car,80,Male,2.0,5.0
228,2023-07-21,2023,July,Sudurpashchim,Kanchanpur,Highway,Roundabout,Afternoon,Serious Injury,Clear,Dry,Truck,30,Female,3.0,4.0
1193,2026-01-16,2026,January,Madhesh,Rautahat,Rural,Junction,Morning,Damage Only,Dusty,Dry,Scooter,30,Male,1.0,1.0
672,2024-09-22,2024,September,Karnali,Dailekh,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Car,50,Female,1.0,3.0
859,2025-03-02,2025,March,Bagmati,Bhaktapur,Rural,Junction,Night,Damage Only,Clear,Wet,Truck,30,Male,1.0,1.0
925,2025-05-08,2025,May,Gandaki,Gorkha,Urban,Curve,Night,Minor Injury,Clear,Dry,Motorbike,80,Male,3.0,1.0
67,2023-02-18,2023,February,Lumbini,Banke,Highway,Straight,Morning,Minor Injury,Clear,Slippery,Motorbike,50,Male,1.0,2.0
68,2023-02-19,2023,February,Sudurpashchim,Kailali,Highway,Straight,Evening,Minor Injury,Rain,Wet,Car,30,Male,3.0,1.0
817,2025-01-22,2025,January,Koshi,Jhapa,Urban,Curve,Night,Minor Injury,Rain,Wet,Jeep,80,Female,3.0,5.0
212,2023-07-04,2023,July,Madhesh,Sarlahi,Highway,Straight,Morning,Serious Injury,Clear,Damaged,Motorbike,50,Male,3.0,3.0
13,2023-01-11,2023,January,Karnali,Surkhet,Highway,Curve,Morning,Serious Injury,Clear,Damaged,Microbus,30,Male,1.0,23.0
494,2024-03-28,2024,March,Karnali,Surkhet,Feeder,Straight,Evening,Damage Only,Clear,Dry,Motorbike,80,Male,1.0,4.0
1165,2025-12-26,2025,December,Madhesh,Sarlahi,Rural,Straight,Afternoon,Minor Injury,Clear,Damaged,Car,50,Male,1.0,1.0
300,2023-09-29,2023,September,Sudurpashchim,Kanchanpur,Urban,Junction,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,2.0,3.0
411,2024-01-19,2024,January,Sudurpashchim,Doti,Rural,Straight,Afternoon,Serious Injury,Clear,Slippery,Truck,30,Male,1.0,1.0
757,2024-12-02,2024,December,Madhesh,Rautahat,Highway,Straight,Evening,Minor Injury,Clear,Damaged,Bus,30,Female,2.0,6.0
1075,2025-09-23,2025,September,Bagmati,Bhaktapur,Rural,Roundabout,Evening,Serious Injury,Clear,Wet,Truck,30,Female,1.0,5.0
696,2024-10-10,2024,October,Gandaki,Tanahun,Rural,Straight,Night,Minor Injury,Rain,Wet,Motorbike,80,Male,1.0,3.0
1151,2025-12-13,2025,December,Gandaki,Gorkha,Rural,Junction,Evening,Damage Only,Dusty,Damaged,Jeep,50,Male,3.0,2.0
724,2024-11-07,2024,November,Sudurpashchim,Doti,Feeder,Junction,Afternoon,Damage Only,Clear,Damaged,Motorbike,30,Male,3.0,3.0
1016,2025-07-28,2025,July,Karnali,Jumla,Rural,Straight,Afternoon,Damage Only,Clear,Damaged,Motorbike,50,Male,2.0,4.0
528,2024-05-01,2024,May,Karnali,Kalikot,Urban,Straight,Night,Serious Injury,Clear,Slippery,Car,80,Male,1.0,2.0
600,2024-07-19,2024,July,Madhesh,Sarlahi,Highway,Straight,Evening,Serious Injury,Dusty,Wet,Car,30,Male,2.0,2.0
1120,2025-11-15,2025,November,Madhesh,Sarlahi,Urban,Straight,Afternoon,Minor Injury,Clear,Slippery,Car,30,Male,3.0,4.0
567,2024-06-12,2024,June,Koshi,Ilam,Urban,Roundabout,Evening,Minor Injury,Dusty,Dry,Motorbike,30,Male,2.0,1.0
731,2024-11-13,2024,November,Bagmati,Kathmandu,Rural,Straight,Evening,Minor Injury,Fog,Dry,Motorbike,80,Male,3.0,3.0
274,2023-09-07,2023,September,Gandaki,Lamjung,Urban,Roundabout,Night,Minor Injury,Fog,Damaged,Motorbike,30,Male,2.0,1.0
967,2025-06-17,2025,June,Bagmati,Chitwan,Urban,Straight,Afternoon,Minor Injury,Fog,Slippery,Microbus,80,Male,2.0,13.0
238,2023-08-08,2023,August,Madhesh,Rautahat,Highway,Straight,Night,Minor Injury,Clear,Wet,Microbus,80,Male,1.0,20.0
406,2024-01-06,2024,January,Gandaki,Gorkha,Feeder,Junction,Afternoon,Damage Only,Rain,Wet,Motorbike,30,Male,1.0,1.0
3,2023-01-06,2023,January,Bagmati,Bhaktapur,Rural,Junction,Evening,Minor Injury,Clear,Slippery,Truck,50,Male,2.0,5.0
7,2023-01-08,2023,January,Sudurpashchim,Kailali,Feeder,Junction,Evening,Serious Injury,Clear,Damaged,Scooter,30,Female,2.0,4.0
312,2023-10-10,2023,October,Lumbini,Banke,Rural,Straight,Morning,Minor Injury,Clear,Damaged,Scooter,50,Female,1.0,2.0
1091,2025-10-03,2025,October,Gandaki,Tanahun,Highway,Straight,Afternoon,Minor Injury,Dusty,Wet,Jeep,80,Female,1.0,5.0
452,2024-02-26,2024,February,Madhesh,Sarlahi,Highway,Junction,Afternoon,Minor Injury,Dusty,Slippery,Car,50,Female,3.0,3.0
722,2024-11-07,2024,November,Sudurpashchim,Doti,Urban,Straight,Afternoon,Minor Injury,Clear,Slippery,Motorbike,50,Male,3.0,3.0
216,2023-07-07,2023,July,Karnali,Dailekh,Urban,Straight,Evening,Minor Injury,Clear,Dry,Jeep,30,Female,2.0,3.0
1086,2025-09-28,2025,September,Koshi,Morang,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Car,30,Male,1.0,2.0
28,2023-01-19,2023,January,Madhesh,Sarlahi,Urban,Junction,Evening,Minor Injury,Clear,Dry,Car,50,Male,1.0,2.0
1158,2025-12-22,2025,December,Bagmati,Lalitpur,Rural,Straight,Evening,Serious Injury,Clear,Dry,Motorbike,80,Male,3.0,2.0
362,2023-11-23,2023,November,Koshi,Ilam,Highway,Junction,Night,Serious Injury,Clear,Slippery,Bus,30,Male,1.0,21.0
823,2025-01-25,2025,January,Koshi,Morang,Rural,Straight,Evening,Minor Injury,Rain,Wet,Car,80,Male,1.0,1.0
781,2024-12-22,2024,December,Bagmati,Bhaktapur,Rural,Straight,Evening,Minor Injury,Clear,Wet,Truck,30,Male,2.0,4.0
629,2024-08-12,2024,August,Karnali,Dailekh,Highway,Curve,Night,Minor Injury,Rain,Wet,Motorbike,80,Other,3.0,4.0
454,2024-02-26,2024,February,Karnali,Surkhet,Highway,Junction,Morning,Serious Injury,Clear,Damaged,Car,50,Male,2.0,4.0
739,2024-11-18,2024,November,Gandaki,Kaski,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Motorbike,30,Male,3.0,4.0
536,2024-05-10,2024,May,Karnali,Dailekh,Urban,Junction,Night,Fatal,Clear,Dry,Scooter,30,Male,2.0,1.0
1050,2025-09-04,2025,September,Karnali,Dailekh,Rural,Straight,Afternoon,Serious Injury,Rain,Wet,Motorbike,80,Female,3.0,1.0
399,2023-12-30,2023,December,Karnali,Surkhet,Highway,Straight,Afternoon,Serious Injury,Clear,Wet,Motorbike,50,Male,3.0,1.0
257,2023-08-29,2023,August,Sudurpashchim,Kanchanpur,Highway,Junction,Evening,Minor Injury,Clear,Wet,Truck,50,Female,2.0,4.0
292,2023-09-20,2023,September,Bagmati,Bhaktapur,Feeder,Junction,Morning,Serious Injury,Clear,Wet,Car,80,Female,1.0,1.0
26,2023-01-18,2023,January,Lumbini,Dang,Urban,Junction,Evening,Damage Only,Rain,Wet,Scooter,50,Male,3.0,4.0
337,2023-10-29,2023,October,Sudurpashchim,Achham,Highway,Straight,Afternoon,Minor Injury,Clear,Dry,Motorbike,50,Male,2.0,2.0
585,2024-07-03,2024,July,Madhesh,Parsa,Feeder,Junction,Morning,Damage Only,Clear,Slippery,Truck,50,Male,1.0,4.0
48,2023-02-03,2023,February,Lumbini,Banke,Rural,Junction,Afternoon,Damage Only,Clear,Dry,Car,50,Male,1.0,1.0
319,2023-10-14,2023,October,Karnali,Kalikot,Urban,Straight,Afternoon,Minor Injury,Rain,Wet,Motorbike,80,Male,2.0,3.0
107,2023-03-26,2023,March,Bagmati,Chitwan,Rural,Straight,Evening,Damage Only,Clear,Damaged,Motorbike,50,Female,3.0,4.0
799,2025-01-07,2025,January,Koshi,Ilam,Rural,Straight,Morning,Serious Injury,Rain,Wet,Bus,80,Male,1.0,7.0
56,2023-02-09,2023,February,Madhesh,Parsa,Feeder,Straight,Night,Serious Injury,Clear,Dry,Scooter,30,Male,3.0,3.0
523,2024-04-29,2024,April,Koshi,Sunsari,Rural,Straight,Night,Damage Only,Clear,Dry,Microbus,30,Female,1.0,6.0
214,2023-07-05,2023,July,Karnali,Kalikot,Highway,Junction,Morning,Minor Injury,Rain,Wet,Scooter,30,Female,1.0,2.0
121,2023-04-10,2023,April,Lumbini,Rupandehi,Rural,Junction,Morning,Minor Injury,Clear,Slippery,Car,50,Male,2.0,3.0
918,2025-04-28,2025,April,Gandaki,Gorkha,Highway,Curve,Evening,Damage Only,Rain,Wet,Motorbike,50,Male,1.0,4.0
1068,2025-09-16,2025,September,Koshi,Sunsari,Urban,Straight,Afternoon,Serious Injury,Fog,Damaged,Car,30,Male,2.0,1.0
1118,2025-11-12,2025,November,Koshi,Sunsari,Highway,Junction,Night,Serious Injury,Clear,Slippery,Car,30,Female,2.0,1.0
73,2023-02-22,2023,February,Karnali,Kalikot,Urban,Straight,Afternoon,Damage Only,Clear,Dry,Truck,30,Male,1.0,1.0
948,2025-05-30,2025,May,Sudurpashchim,Kailali,Rural,Straight,Evening,Damage Only,Rain,Wet,Car,50,Male,3.0,4.0
747,2024-11-26,2024,November,Gandaki,Gorkha,Rural,Straight,Afternoon,Minor Injury,Clear,Slippery,Car,30,Male,3.0,2.0
716,2024-10-30,2024,October,Lumbini,Kapilvastu,Rural,Straight,Night,Minor Injury,Rain,Wet,Microbus,80,Male,1.0,23.0
558,2024-05-31,2024,May,Sudurpashchim,Doti,Highway,Straight,Afternoon,Serious Injury,Dusty,Wet,Motorbike,50,Male,2.0,1.0
1082,2025-09-26,2025,September,Sudurpashchim,Kailali,Urban,Straight,Evening,Minor Injury,Clear,Dry,Scooter,30,Male,3.0,3.0
1046,2025-08-29,2025,August,Koshi,Morang,Rural,Straight,Morning,Minor Injury,Clear,Slippery,Bus,80,Female,1.0,9.0
553,2024-05-26,2024,May,Madhesh,Bara,Highway,Straight,Evening,Damage Only,Clear,Slippery,Motorbike,50,Male,2.0,4.0
562,2024-06-08,2024,June,Karnali,Dailekh,Urban,Roundabout,Afternoon,Minor Injury,Fog,Slippery,Motorbike,80,Male,1.0,3.0
425,2024-02-02,2024,February,Bagmati,Chitwan,Urban,Straight,Afternoon,Damage Only,Fog,Wet,Car,80,Male,1.0,5.0
1014,2025-07-27,2025,July,Karnali,Surkhet,Highway,Straight,Night,Minor Injury,Clear,Slippery,Microbus,30,Male,1.0,25.0
326,2023-10-20,2023,October,Sudurpashchim,Achham,Urban,Junction,Evening,Serious Injury,Clear,Slippery,Car,50,Female,2.0,4.0
924,2025-05-06,2025,May,Gandaki,Gorkha,Highway,Straight,Morning,Damage Only,Clear,Damaged,Car,50,Male,3.0,2.0
317,2023-10-12,2023,October,Madhesh,Rautahat,Urban,Curve,Night,Fatal,Clear,Damaged,Car,30,Male,2.0,4.0
804,2025-01-10,2025,January,Lumbini,Dang,Rural,Straight,Morning,Minor Injury,Clear,Dry,Motorbike,30,Female,3.0,2.0
1163,2025-12-25,2025,December,Sudurpashchim,Doti,Urban,Curve,Morning,Serious Injury,Rain,Wet,Motorbike,50,Male,2.0,2.0
529,2024-05-02,2024,May,Madhesh,Parsa,Highway,Junction,Afternoon,Fatal,Clear,Damaged,Jeep,80,Male,2.0,1.0
837,2025-02-07,2025,February,Lumbini,Kapilvastu,Highway,Straight,Afternoon,Minor Injury,Clear,Slippery,Scooter,30,Female,3.0,4.0
715,2024-10-30,2024,October,Gandaki,Lamjung,Highway,Straight,Afternoon,Fatal,Clear,Damaged,Truck,30,Female,3.0,4.0
901,2025-04-09,2025,April,Sudurpashchim,Kanchanpur,Feeder,Junction,Afternoon,Minor Injury,Rain,Wet,Jeep,50,Female,3.0,5.0
61,2023-02-13,2023,February,Sudurpashchim,Doti,Highway,Curve,Afternoon,Serious Injury,Clear,Dry,Jeep,50,Female,3.0,2.0
723,2024-11-07,2024,November,Karnali,Surkhet,Urban,Junction,Morning,Serious Injury,Clear,Dry,Motorbike,80,Male,2.0,2.0
